policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_10.lp,377,583,112.160241,0.0,0.004548445904119422,0.004548445904119422,0.004548445904119422,0.0039157645509803884,0.003174210740681448,0.0023789673844578393,0.0012331647860944624,optimal,0,0,112.16032494977117,111.03549843899964
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_10.lp,345,531,93.049905,0.0,0.0046462782453744024,0.0043429699190168465,0.0032010546623179354,0.0029551099332559504,0.002323515769889937,0.0016790760038893912,0,optimal,0,0,93.04998708888888,91.17629560400019
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_10.lp,393,582,116.167607,0.0,0.004906996867689692,0.00455261276271505,0.00455261276271505,0.0045284563886897,0.0041160232845098964,0.002379028404979626,0.0016256810539238616,optimal,0,0,116.16768029332161,114.02000614900044
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_10.lp,329,496,82.900997,0.0,0.0048832414470842975,0.003524701874272815,0.0025336517230041492,0.00190704058765469,0.0017952261999768532,0.001285169045977179,0.0008770439229431714,optimal,0,0,82.9010753724724,81.2889351040003
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_10.lp,337,500,92.721574,0.0,0.004990918177958978,0.004990918177958978,0.002742130650127006,0.0026487702765497704,0.0024987215300208547,0.0017775711390176138,0.0008201830495103494,optimal,0,0,92.7216699514538,90.81299545900038
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_10.lp,439,652,119.274704,0.0,0.004404444478798437,0.004404444478798437,0.0039024932456448334,0.0030527226758829172,0.0027207384690430235,0.0020730711630466974,0.0020451560586765825,optimal,0,0,119.27479103766382,116.85992633200021
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_10.lp,297,472,80.30462,0.0,0.003946884568337594,0.002813596550035952,0.002563324829208743,0.001852899738586207,0.0015830292920424203,0.0008730575607034772,0,optimal,0,0,80.30470779910684,79.41952605999995
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_10.lp,429,692,120.364608,0.0,0.004771068806405354,0.004630181737518524,0.003373369943689215,0.0027339961533202335,0.0024281321573239056,0.0021825994542163415,0.0016980022973567658,optimal,0,0,120.36471343785524,118.83403649299999
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_11.lp,11,98,22.935963,0.0,0,0,0,0,0,0,0,optimal,0,0,22.93600880354643,22.452675647999968
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_11.lp,11,118,22.999543,0.0,0,0,0,0,0,0,0,optimal,0,0,22.999596985056996,22.800920947999657
